Subsistence Project Year,Section Sort,Section,District,Tributary Sort,Tributary,Community Sort,Community,Harvest,Year Comment,Community Year Comment,Harvest Comment
2003,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,1156,Fall chum salmon subsistence harvests were restricted.,,
2003,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,4082,Fall chum salmon subsistence harvests were restricted.,,
2003,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,1039,Fall chum salmon subsistence harvests were restricted.,,
2003,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,2081,Fall chum salmon subsistence harvests were restricted.,Does not include 1 household(s) that fished more than one permit.,
2003,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,1932,Fall chum salmon subsistence harvests were restricted.,Includes communities within the Fairbanks North Star Borough.,
2003,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,862,Fall chum salmon subsistence harvests were restricted.,"Includes Coldfoot, Manley, Nenana, Minto, Northway, and Tok residents who fished in a permit area of District 5. Does not include 1 household(s) that fished more than one permit.",
2003,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,175,Fall chum salmon subsistence harvests were restricted.,,
2003,3,Upper Yukon,District 6,5,,32,Manley,213,Fall chum salmon subsistence harvests were restricted.,,
2003,3,Upper Yukon,District 6,5,,33,Minto,317,Fall chum salmon subsistence harvests were restricted.,,
2003,3,Upper Yukon,District 6,5,,34,Nenana/Healy,1193,Fall chum salmon subsistence harvests were restricted.,,
2003,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,392,Fall chum salmon subsistence harvests were restricted.,,
2003,3,Upper Yukon,District 6,5,,36,District 6 Other,30,Fall chum salmon subsistence harvests were restricted.,"Includes Anderson, Denali Park, Delta Junction, Eagle River, Lake Minchumina, Northway, Paxson, Tanacross, and Tok residents who fished in District 6. Does not include 1 household(s) that fished more than one permit.",
2004,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,1042,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,996,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,2,Lower Yukon,District 1,5,,3,Nunam Iqua,647,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,2,Lower Yukon,District 1,5,,4,Alakanuk,1317,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,2,Lower Yukon,District 1,5,,5,Emmonak,2768,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,2,Lower Yukon,District 1,5,,6,Kotlik,1148,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,2,Lower Yukon,District 2,5,,10,Pilot Station,2406,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,2,Lower Yukon,District 2,5,,11,Marshall,1990,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,2,Lower Yukon,District 2,5,,7,Mountain Village,2362,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,2,Lower Yukon,District 2,5,,8,Pitkas Point,609,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,2,Lower Yukon,District 2,5,,9,St. Mary's,2357,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,2,Lower Yukon,District 3,5,,12,Russian Mission,2337,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,2,Lower Yukon,District 3,5,,13,Holy Cross,1993,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,2,Lower Yukon,District 3,5,,14,Shageluk,418,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,1588,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,1869,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,1656,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,5199,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,400,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,3296,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,1620,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,576,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,65,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,2689,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,2681,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,858,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,4512,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,648,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,1512,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,1997,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",Includes communities within the Fairbanks North Star Borough. Does not include 1 household(s) that fished more than one permit.,
2004,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,357,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.","Includes Manley, Minto, Northway, Tanana, and Tok residents who fished in a permit area of District 5. Does not include 1 household(s) that fished more than one permit.",
2004,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,412,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 6,5,,32,Manley,239,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 6,5,,33,Minto,35,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 6,5,,34,Nenana/Healy,633,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,449,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.",,
2004,3,Upper Yukon,District 6,5,,36,District 6 Other,32,"Fall chum salmon subsistence harvests were restricted. Rampart harvest information is from permits beginning 2004, previously was a surveyed community.","Includes Delta Junction, Denali Park, Dot Lake, Eagle River, Gakona, Paxson, Northway, Tanacross, Tok, and Wiseman residents who fished in District 6.",
2005,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,157,,,
2005,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,691,,,
2005,2,Lower Yukon,District 1,5,,3,Nunam Iqua,338,,,
2005,2,Lower Yukon,District 1,5,,4,Alakanuk,860,,,
2005,2,Lower Yukon,District 1,5,,5,Emmonak,1730,,,
2005,2,Lower Yukon,District 1,5,,6,Kotlik,2130,,,
2005,2,Lower Yukon,District 2,5,,10,Pilot Station,1658,,,
2005,2,Lower Yukon,District 2,5,,11,Marshall,1804,,,
2005,2,Lower Yukon,District 2,5,,7,Mountain Village,2383,,,
2005,2,Lower Yukon,District 2,5,,8,Pitkas Point,618,,,
2005,2,Lower Yukon,District 2,5,,9,St. Mary's,2693,,,
2005,2,Lower Yukon,District 3,5,,12,Russian Mission,1894,,,
2005,2,Lower Yukon,District 3,5,,13,Holy Cross,2817,,,
2005,2,Lower Yukon,District 3,5,,14,Shageluk,420,,,
2005,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,1206,,,
2005,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,1878,,,
2005,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,3367,,,
2005,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,2749,,,
2005,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,396,,,
2005,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,2864,,,
2005,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,1193,,,
2005,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,240,,,
2005,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,71,,,
2005,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,3729,,,
2005,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,1981,,,
2005,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,957,,,
2005,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,3722,,,
2005,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,1458,,,
2005,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,2566,,Does not include 1 household(s) that fished more than one permit.,
2005,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,2584,,Includes communities within the Fairbanks North Star Borough. Does not include 2 household(s) that fished more than one permit.,
2005,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,315,,"Includes Anderson, Eagle River, Manley, Minto, Northway and Tok residents who fished in a permit area of District 5. Does not include 2 household(s) that fished more than one permit.",
2005,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,112,,,
2005,3,Upper Yukon,District 6,5,,32,Manley,289,,,
2005,3,Upper Yukon,District 6,5,,33,Minto,35,,Does not include 1 household(s) that fished more than one permit.,
2005,3,Upper Yukon,District 6,5,,34,Nenana/Healy,533,,,
2005,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,971,,Does not include 1 household(s) that fished more than one permit.,
2005,3,Upper Yukon,District 6,5,,36,District 6 Other,0,,"Includes Delta Junction, Northway, Tanacross, and Tok residents who fished in District 6.",
2006,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,376,,,
2006,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,507,,,
2006,2,Lower Yukon,District 1,5,,3,Nunam Iqua,371,,,
2006,2,Lower Yukon,District 1,5,,4,Alakanuk,690,,,
2006,2,Lower Yukon,District 1,5,,5,Emmonak,2311,,,
2006,2,Lower Yukon,District 1,5,,6,Kotlik,1750,,,
2006,2,Lower Yukon,District 2,5,,10,Pilot Station,1976,,,
2006,2,Lower Yukon,District 2,5,,11,Marshall,1897,,,
2006,2,Lower Yukon,District 2,5,,7,Mountain Village,1659,,,
2006,2,Lower Yukon,District 2,5,,8,Pitkas Point,274,,,
2006,2,Lower Yukon,District 2,5,,9,St. Mary's,2233,,,
2006,2,Lower Yukon,District 3,5,,12,Russian Mission,1851,,,
2006,2,Lower Yukon,District 3,5,,13,Holy Cross,3165,,,
2006,2,Lower Yukon,District 3,5,,14,Shageluk,358,,,
2006,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,958,,,
2006,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,1702,,,
2006,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,2833,,,
2006,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,2707,,,
2006,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,835,,,
2006,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,2380,,,
2006,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,304,,,
2006,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,266,,,
2006,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,37,,,
2006,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,3794,,,
2006,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,1674,,,
2006,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,830,,,
2006,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,3318,,,
2006,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,824,,,
2006,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,2303,,Does not include 1 household(s) that fished more than one permit.,
2006,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,2184,,Includes communities within the Fairbanks North Star Borough. Does not include 2 household(s) that fished more than one permit.,
2006,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,330,,"Includes Anderson, Healy, Manley, Minto, Northway, and Tok residents who fished in a permit area of District 5. Does not include 3 household(s) that fished more than one permit.",
2006,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,667,,,
2006,3,Upper Yukon,District 6,5,,32,Manley,361,,,
2006,3,Upper Yukon,District 6,5,,33,Minto,31,,,
2006,3,Upper Yukon,District 6,5,,34,Nenana/Healy,712,,,
2006,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,125,,Does not include 1 household(s) that fished more than one permit.,
2006,3,Upper Yukon,District 6,5,,36,District 6 Other,0,,"Includes Anchorage, Barrow, Delta Junction, Northway, Tanacross, and Tok residents who fished in District 6.",
2007,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,430,,,
2007,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,768,,,
2007,2,Lower Yukon,District 1,5,,3,Nunam Iqua,907,,,
2007,2,Lower Yukon,District 1,5,,4,Alakanuk,1257,,,
2007,2,Lower Yukon,District 1,5,,5,Emmonak,2326,,,
2007,2,Lower Yukon,District 1,5,,6,Kotlik,1569,,,
2007,2,Lower Yukon,District 2,5,,10,Pilot Station,2028,,,
2007,2,Lower Yukon,District 2,5,,11,Marshall,2555,,,
2007,2,Lower Yukon,District 2,5,,7,Mountain Village,2077,,,
2007,2,Lower Yukon,District 2,5,,8,Pitkas Point,320,,,
2007,2,Lower Yukon,District 2,5,,9,St. Mary's,3573,,,
2007,2,Lower Yukon,District 3,5,,12,Russian Mission,1301,,,
2007,2,Lower Yukon,District 3,5,,13,Holy Cross,2902,,,
2007,2,Lower Yukon,District 3,5,,14,Shageluk,448,,,
2007,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,1321,,,
2007,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,1500,,,
2007,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,1456,,,
2007,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,2431,,,
2007,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,811,,,
2007,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,2511,,,
2007,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,1594,,,
2007,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,154,,,
2007,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,53,,,
2007,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,5498,,,
2007,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,860,,,
2007,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,1244,,,
2007,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,4189,,,
2007,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,1391,,,
2007,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,1999,,,
2007,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,2510,,Includes communities within the Fairbanks North Star Borough. Does not include 2 household(s) that fished more than one permit.,
2007,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,472,,"Includes Anchorage, Anderson, Big Lake, Healy, Manley, Minto, Nenana, Northway, Tok, and Wiseman residents who fished in a permit area of District 5. Does not include 3 household(s) that fished more than one permit.",
2007,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,1002,,,
2007,3,Upper Yukon,District 6,5,,32,Manley,333,,,
2007,3,Upper Yukon,District 6,5,,33,Minto,82,,,
2007,3,Upper Yukon,District 6,5,,34,Nenana/Healy,893,,,
2007,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,409,,,
2007,3,Upper Yukon,District 6,5,,36,District 6 Other,0,,"Includes Chugiak, Circle, Delta Junction, Dot Lake, Northway, Tanacross, and Tok residents who fished in District 6.",
2008,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,388,Restrictions during summer season to conserve Chinook salmon.,,
2008,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,1104,Restrictions during summer season to conserve Chinook salmon.,,
2008,2,Lower Yukon,District 1,5,,3,Nunam Iqua,163,Restrictions during summer season to conserve Chinook salmon.,,
2008,2,Lower Yukon,District 1,5,,4,Alakanuk,1238,Restrictions during summer season to conserve Chinook salmon.,,
2008,2,Lower Yukon,District 1,5,,5,Emmonak,2696,Restrictions during summer season to conserve Chinook salmon.,,
2008,2,Lower Yukon,District 1,5,,6,Kotlik,2066,Restrictions during summer season to conserve Chinook salmon.,,
2008,2,Lower Yukon,District 2,5,,10,Pilot Station,1597,Restrictions during summer season to conserve Chinook salmon.,,
2008,2,Lower Yukon,District 2,5,,11,Marshall,3284,Restrictions during summer season to conserve Chinook salmon.,,
2008,2,Lower Yukon,District 2,5,,7,Mountain Village,1645,Restrictions during summer season to conserve Chinook salmon.,,
2008,2,Lower Yukon,District 2,5,,8,Pitkas Point,544,Restrictions during summer season to conserve Chinook salmon.,,
2008,2,Lower Yukon,District 2,5,,9,St. Mary's,1756,Restrictions during summer season to conserve Chinook salmon.,,
2008,2,Lower Yukon,District 3,5,,12,Russian Mission,2949,Restrictions during summer season to conserve Chinook salmon.,,
2008,2,Lower Yukon,District 3,5,,13,Holy Cross,2509,Restrictions during summer season to conserve Chinook salmon.,,
2008,2,Lower Yukon,District 3,5,,14,Shageluk,397,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,1433,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,1761,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,2403,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,1250,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,513,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,2232,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,637,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,316,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,74,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,3981,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,889,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,546,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,2023,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,567,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29,Eagle,1068,Restrictions during summer season to conserve Chinook salmon.,Does not include 3 household(s) that fished more than one permit.,
2008,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,29.5,District 5 Fairbanks,1898,Restrictions during summer season to conserve Chinook salmon.,Includes communities within the Fairbanks North Star Borough. Does not include 1 household(s) that fished more than one permit.,
2008,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,30,District 5 Other,362,Restrictions during summer season to conserve Chinook salmon.,"Includes Anderson, Healy, Manley, Minto, Northway, and Tok residents who fished in a permit area of District 5. Does not include 1 household(s) that fished more than one permit.",
2008,3,Upper Yukon,District 5,4,Chandalar/Black River,31,Venetie/Chalkyitsik,292,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 6,5,,32,Manley,106,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 6,5,,33,Minto,12,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 6,5,,34,Nenana/Healy,335,Restrictions during summer season to conserve Chinook salmon.,,
2008,3,Upper Yukon,District 6,5,,35,District 6 Fairbanks,108,Restrictions during summer season to conserve Chinook salmon.,Does not include 1 household(s) that fished more than one permit.,
2008,3,Upper Yukon,District 6,5,,36,District 6 Other,44,Restrictions during summer season to conserve Chinook salmon.,"Includes Anchorage, Barrow, Delta Junction, Northway, Tanacross, and Tok residents who fished in District 6.",
2009,1,Yukon Coastal District,Coastal District,5,,1,Hooper Bay,183,Restrictions during summer season to conserve Chinook salmon.,,
2009,1,Yukon Coastal District,Coastal District,5,,2,Scammon Bay,722,Restrictions during summer season to conserve Chinook salmon.,,
2009,2,Lower Yukon,District 1,5,,3,Nunam Iqua,200,Restrictions during summer season to conserve Chinook salmon.,,
2009,2,Lower Yukon,District 1,5,,4,Alakanuk,634,Restrictions during summer season to conserve Chinook salmon.,,
2009,2,Lower Yukon,District 1,5,,5,Emmonak,1634,Restrictions during summer season to conserve Chinook salmon.,,
2009,2,Lower Yukon,District 1,5,,6,Kotlik,1657,Restrictions during summer season to conserve Chinook salmon.,,
2009,2,Lower Yukon,District 2,5,,10,Pilot Station,1258,Restrictions during summer season to conserve Chinook salmon.,,
2009,2,Lower Yukon,District 2,5,,11,Marshall,1201,Restrictions during summer season to conserve Chinook salmon.,,
2009,2,Lower Yukon,District 2,5,,7,Mountain Village,1482,Restrictions during summer season to conserve Chinook salmon.,,
2009,2,Lower Yukon,District 2,5,,8,Pitkas Point,265,Restrictions during summer season to conserve Chinook salmon.,,
2009,2,Lower Yukon,District 2,5,,9,St. Mary's,1929,Restrictions during summer season to conserve Chinook salmon.,,
2009,2,Lower Yukon,District 3,5,,12,Russian Mission,978,Restrictions during summer season to conserve Chinook salmon.,,
2009,2,Lower Yukon,District 3,5,,13,Holy Cross,1745,Restrictions during summer season to conserve Chinook salmon.,,
2009,2,Lower Yukon,District 3,5,,14,Shageluk,201,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,15,Anvik,796,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,16,Grayling,1133,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,17,Kaltag,1970,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,18,Nulato,1551,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,19,Koyukuk,982,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,20,Galena,1370,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 4,1,District 4 Mainstem Yukon,21,Ruby/Kokrines,542,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 4,2,Koyukuk,22,Huslia/Hughes,1070,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 4,2,Koyukuk,23,Allakaket/Alatna/Bettles,100,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,24,Tanana,2950,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,25,Rampart/Stevens Village,933,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,26,Beaver,516,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,27,Fort Yukon/Birch Creek,861,Restrictions during summer season to conserve Chinook salmon.,,
2009,3,Upper Yukon,District 5,3,District 5 Mainstem Yukon,28,Circle/Central,539,Restrictions during summer season to conserve Chinook salmon.,,
